Created On	Questioner Id	Quotes Id	Updated On	Pqid	Pqid Type
Jan	7e451f39-7f50-4bec-87f6-f913af21e395	d01dbcfc-995b-4242-ac38-a00416bf4b82	Jan  4 2018 10:55PM		New
Jan	40cd14e1-2696-4083-bd3c-b9502d50d2f6	90123155-f174-4d8e-b2cd-6a9848661fde	Jan  4 2018 11:13PM		New
Jan	ddcd4f2e-ca19-443a-82ec-aa083b9dbd2e	5403d5d4-995d-4fa2-b960-80dddf8204be	Jan  4 2018 11:05PM		New
Jan	ddcd4f2e-ca19-443a-82ec-aa083b9dbd2e	6334f03b-05b3-40a1-840c-6b7636655822	Jan  5 2018  2:20AM		New
Jan	fff9fbed-ed38-450b-9e03-2cb47892bcda	de80091e-dfad-4bc8-89f3-13b4e9f4b70e	Jan  4 2018 11:03PM		New
Jan	ad81dea7-8a01-4d79-bce8-38316a6f0e6b	5b60f123-99d0-4d4d-9ba1-f6989bcc55a0	Jan  4 2018 11:30PM		New
Jan	e42cec00-4fab-423f-b4cb-be482356cfbf	393c8c7b-c70e-4bb9-b6e7-66209f1a4db9	Jan  5 2018  1:24AM		New
Jan	d3812bbc-b401-4fb3-8230-0d60d915ce60	fabd52c5-cc6d-4d10-aa99-8c500e23da68	Jan  5 2018  1:18AM		New
Jan	7b431256-4a48-4f76-b689-7783521c2f6d	7199530b-a3a5-4bf1-bdb8-bbc3e56e6ce3	Jan  5 2018  1:37AM		New
Jan	29f1ccf8-0222-4f05-bd25-4f3469ec7fa4	38b1dbed-a55a-475d-9a7a-666d2f9c6fd1	Jan  5 2018  2:24AM		New
Jan	29f1ccf8-0222-4f05-bd25-4f3469ec7fa4	6154031c-a333-4339-8871-bbbeb5af541e	Jan  5 2018  1:56AM		New
Jan	30b145b9-319b-4466-9974-33e12ffa35b3	50c553c7-f552-4156-a8a8-79f8b5b0470c	Jan  5 2018  3:14AM		New
Jan	5138298f-f1b7-4928-9dc8-cb808169c5c5	82e1bb70-828e-4eb0-8f87-4b2fe0453cfa	Jan  5 2018  3:24AM		New
Jan	4e20262b-a840-417d-9f4c-15d2dd007960	818a9c32-c6da-409b-8b2f-4c44dea7770a	Jan  5 2018  3:54AM		New
Jan	7add9485-8250-4cd6-afd9-77edaa037bc3	de507ccd-19b1-4657-8c4b-8d0f35e7f9aa	Jan  5 2018  3:48AM		New
Jan	f66090f2-dd07-4068-892d-3417bb0105c1	8c5982ee-6fb8-47a3-8393-fe908305d185	Jan  5 2018  3:58AM		New
Jan	5c56ea81-c649-450d-95c7-c293bab6aec6	aa36ea2a-b515-4d7b-a2ec-08f5c04eee99	Jan  5 2018  4:49AM		New
Jan	5c56ea81-c649-450d-95c7-c293bab6aec6	1175634a-e7a1-44eb-bbe6-9d775279d1a3	Jan  5 2018  4:51AM		New
Jan	5c56ea81-c649-450d-95c7-c293bab6aec6	aadb9d80-2894-4d25-b58b-1b5c1a63d3eb	Jan  5 2018  5:01AM		New
Jan	5c56ea81-c649-450d-95c7-c293bab6aec6	49573a32-555b-4345-bd18-ca4a65759a3c	Jan  5 2018  5:08AM		New
Jan	0bba4ad7-9b27-4895-b165-3ebed12508fa	d6166058-e37e-426a-80e0-6aa70d31960d	Jan  5 2018  6:24AM		New
Jan	26176298-5b4f-4d30-a409-cdf5ae14d504	4968aa27-7835-4dbe-b346-7053f0c976d7	Jan  5 2018 12:54PM		New
Jan	7f1cfbf2-4e02-4ef1-9130-25d23bfe4390	8a797429-c73d-49cc-bd83-6e5e9b449bd9	Jan  5 2018  1:24PM		New
Jan	7f1cfbf2-4e02-4ef1-9130-25d23bfe4390	e8dda337-66bb-45f8-a1b9-29fec4f1e372	Jan  5 2018  1:41PM		New
